category,text
News,"""[en] children sue malaysia airlines 8 months after losing dad on missing mh370 plane T_URL """
Rant,"""@british_airways are you going to help me to save"" the queen? """""
Rant,"""rt @willycardona85: espn's nfl insider @adamschefter reveals truth about malaysia airlines airplane that disappeared,and he ht____ """
News,""".@iadam: what it is like to fly the $23,000 singapore airlines suites class T_URL """
Rant,"""that singer ba robertson? is his name british airways robertson, but there was not enough room for all that on the record cover?? """
Ads,""" increases service in winter 2014: cathay pacific from 23, november 2014 to 1 T_URL """
News,""".@gwynethpaltrow was in to celebrate the launch of british airways' london to singapore flight route. T_URL """
Rave,"""@british_airways got your call. great customer care! looking forward for my friday flight from athens! thanks! """
Rant,"""@virginatlantic do you do straight swap of ba silver card. sick of underwhelming service i keep getting at @british_airways """
Others,"""@british_airways got everything ready for the pooja on diwali T_URL """
Rant,"""in cathay pacific 1st class lounge now...at bangkok airport now, flying to singapore for halloween____ T_URL """
News,"""australia says hunt for missing mh370 will take months: kuala lumpur - the hunt for missing malaysia airlines ... T_URL """
Ads,"""wifi hunter (with diksa, dewi, and 2 others at malaysia airlines office) [pic] _____ T_URL """
Others,"""rt @roric6: my thoughts and prayers go out to the families and friends of the 298 passengers who perished aboard malaysia airlines flight ____ """
Others,"""@british_airways celebrating food @jwmumbai and @foodbloggerai best hosting combination T_URL """
Ads,"""they do know how to hit the spot! @british_airways T_URL """
Ads,"""if i ever get rich, i need to try this T_POS_EMO T_URL """
News,"""news malaysia airlines sued by 2 boys over flight 370 T_URL """
News,""" : nokscoot cleared for take-off: the straits times -- singapore airlines's new joint venture car... T_URL """
Others,"""@pursedreams @meearf @frontiercare @jetblue @virginamerica @singaporeair delta sure does not. """
Others,"""five takeaways... thanks @brianogilvy, @jonmac_ba &amp; @ryanmcraver. @ogilvyone @british_airways @thehudsonsbayco T_URL """
Rant,"""thank you british airways for the sleeping bag and blankets we are picking up next week. """
Rant,"""@british_airways thank goodness today it was sunny as the weather in singapore was at its complete opposite in the past few days! _______ """
News,"""rt @airlinehistory: today in 2003- last commercial flight of concorde: @british_airways flight jfk-@heathrowairport. ht____ """
Rant,"""this plane smells like urine. cool... @british_airways """
Rant,"""and so onward to shanghai for the praying @singaporeair are kind with their baggage policy these days """
News,"""rt @thepockettech: british airways app for windows phone updated with new design and features T_URL T_URL """
News,""" missing malaysia airlines flight 370: australia, malaysia could be hiding something, report... T_URL """
Rant,"""@british_airways ive sent it to you direct """
News,"""5 branding tips for malaysia airlines to save its troubled brand T_URL via @wordpressdotcom """
Rant,"""rt @carlienannaj: still in cape town... flight canceled twice. british airways you are a disgrace! T_URL """
Rave,"""@british_airways nice touch! supports with a giant poppy on one of its 747s T_URL """
Ads,"""got a flight to book? with @british_airways you will score double the airmiles: T_URL """
Ads,"""[video] a day in the life of a flight attendant - cathay pacific: T_URL """
Rant,"""@british_airways hello... missing baggage reference is jfkba46432 please advise promptly. so far, ba have been worse than useless. """
Rave,"""@deanamasinger try singapore airlines, always great service, good. schedule to aus """
News,"""british airways launches movember tache T_URL T_URL """
Rant,"""@doublewidesfly @mas &lt;-- worst airport ever. """
Rant,"""@british_airways i was missed 1st time, but i made sure i caught their attention subsequently. good reason to check in online for other seat """
Query,"""@british_airways any hope for the cape town flight to depart today? i appreciate the hospitality, but have been delayed for 2 days now... """
Rave,"""@kerfaffle thanks for the concern. gtr's are somewhere in the bowels of @heathrowairport @british_airways have been quite nice so far... """
News,"""g.b./germany 1975 british airways flight cover berlin - hannover T_URL """
Ads,"""@british_airways 90 years of flying in india.....wow ...let the celebrations begin ! """
Rant,"""i would like to understand how come you sell more tickets than seats available @british_airways - """
Query,"""... cannot understand why ba do not send plane from london now to collect all customers, please explain airways """
News,"""british airways sees american as emboldened partner """
Ads,"""@mas offers the only non-stop service between the uk &amp; &amp; and fast, easy connections to &amp; """
Rant,"""@british_airways just not ba flights """
Rant,"""@cooksisterblog @singaporeair let me know if you get it, it might get a trend going """
Rant,"""@british_airways staff laughing at passengers being down graded! customers contribute to staff being paid! """
Query,"""@mas what is the current flight route from australia to the uk? are you still flying over syria? """
Ads,"""another year of travel but always feel good when this comes through the post @british_airways T_URL """
Query,"""@british_airways how come you have messed up our return flight as well as our departure. understand 1st flight cancelled but y mess up return? """
Query,"""rt @nsushmita: @british_airways hi, how do i participate in ? can u gimme sum more information please. T_POS_EMO thank u """
Query,"""@british_airways how come there is no availability all year on companion tickets to london. conveniently your explorer map never works either """
Others,"""flying singapore airlines in first___class T_URL """
Rant,"""@geezajay2013 @british_airways hope its at aldergrove , see how many republicans miss there wee holidays by refusing to get on it lol """
News,"""malaysia airlines flight mh370: australian scientist claims _____contrails_____ are key to finding plane T_URL via @theinquisitr """
Ads,"""british airways a318 landing at griesheim ab: T_URL via @youtube """
Query,"""@british_airways landed singapore sunday. still no luggage or even traced on your website. any ideas? """
Rant,"""@british_airways twice each flight i was asked if i wanted a wheelchair. each time i said no. (eight times.) and a chair arrived every time. """
Rave,"""good bye singapore - it is been great. flying with @singaporeair ______ best in the business!! """
Rant,"""semangat rt @asryistiqomah: welcome to singapore airlines in echo 7______ semangat yeah ____ """
News,"""_____@airlivenet: breaking: british airways has declared an emergency and returning to london T_URL - @nikphillips666_�"""
Query,"""hey @british_airways, why are flights from prague being charged in czk (instead of __) on the gb site? wanna book w/ you guys, but fx fees! """
Ads,"""cathay pacific, fairmont, air canada, yvr uniquely converge in vancouver for best customer experience """
Ads,""" 90 years you have ruled the indian skies, cheers to british airways """
Rant,""" @gatwick_airport expansion makes no sense - willie walsh @british_airways T_URL T_URL """
Rant,"""neck pillow- check. sleeping pills-check. bring on this noisy and horrible flight with @british_airways bring it on. """
News,"""malaysia airlines plane crashes on ukraine-russia border ____ """
Ads,"""@balliawalebaba join @british_airways share some celebration pics of yours with and get a chance to fly to london """
Rant,"""rt @jackdb9: @british_airways how long has this urine been drying here - yuk T_URL """
News,"""malaysia airlines flight 370 vanished more than 3 weeks ago """
Ads,"""@sosweet196 join @british_airways and post yr celebration pics. you can win a trip to london. send your entries using """
Rant,"""@salpomroy @heathrowairport @british_airways oh sal, this is not good. hope you get it sorted x """
Rant,"""@kerryjaneellis1 @british_airways @virginatlantic oh do, they are much better """
Rave,"""_____@realjoecalzaghe: onway to vegas to be honoured at the @worldboxingorg convention. thanks to @british_airways for looking after me_�ongrats """
Others,"""@british_airways ba 2758 to amsterdam this morning from gatwick """
News,"""rt @ihid: weirdly, i *really* enjoyed reading this: what it_____s like to fly the $23,000 singapore airlines suites class"" T_URL """""
