category,text
Rant,"""@mas i wanna ask about my flight detail . i purchased online on 16 hb 10 and its has been confirmed . but y theres an outstanding balance ? """
Rant,"""@british_airways the world tracer is still tracing bags, they are on flight back to lhr at 20:40 tomorrow, will it arrive b4 then at a guess? """
News,"""turns out @british_airways are just a total joke. wife delayed 24hr+. captain's not feeling well now... """
Ads,"""cathay pacific partners with the langham, hong kong for latest chinese cuisine p T_URL """
News,"""@british_airways is giving a chance to fly to london by sharing your celebration pics...hurry up """
Others,"""the airport in kuala lumpur, malaysia charges you to get a security pass to find your lost and found items @mas T_URL """
Query,"""win a chance to tee off with @justinrose99 thanks to @british_airways, retweet this to enter___now T_URL @rwypr """
Rant,"""@british_airways hi. im getting conflicting information on when ba0238 will leave tomorrow (1 nov) maybe 10.50? any chance you can confirm? """
Others,"""tut tut. @singaporeair these delays are just ridiculous! """
Rant,""" celebrating the festive mood of ganesh chaturthi with @anitamenezesm @british_airways T_URL """
Rant,"""@british_airways haha while i like the idea i need to save up for a new car first! """
News,"""booking @british_airways flight - - fare: 0_____ taxes, fees and carrier charges per person: 119.49_____. athens airport sucks. """
Rant,"""2 boys sue malaysia airlines over loss of their father on flight 370: kuala lumpur, malaysia &gt;&gt; two malaysian____ T_URL """
News,"""@british_airways guess they will arrive just as they are about to leave and then you will charge us ridiculous amounts for excess baggage again! """
Rant,"""@georgehatcher: possibly downed by another plane and not a ground missile, i don_____t believe it. T_URL """""
Rant,"""@british_airways why is my flight still sitting at the gate? when will we leave? ba0179. air con is so loud i cannot hear announcements. """
News,"""all 529k of us?rt @british_airways: sorry to hear you_____ve had a bad experience.you can contact customer relations here:T_URL """
Others,"""@british_airways another fantastic flight from denver excellent crew x """
Rave,"""rt @a380fanclub: a380 @singaporeair @contactdepture: @a380fanclub the giant arrives T_URL """""
News,"""rt @mattbackerworld: thank you @british_airways for taking good care of my touring travel companion @fendergbi @stratoblogster @fender T_URL """
Others,"""the preliminary list that has been circulating from the philippines to holland to australia has not come directly from malaysia airlines. """
Ads,"""on this day in the year 2000, singapore airlines flight sq 006 (pictured is 9v-spq, the ... T_URL T_URL """
Rant,"""flying to london can now be a reality. just share pictures from the greatest moments of your life. @british_airways """
News,"""@british_airways i am ? and every time i click on dm it (twatter) gives me a list of suggested contacts ? but wont let me select my choice! """
News,"""ftse jumps after bank of japan boost with british airways owner iag leading the way T_URL theguardian """
Rant,"""cbs news 2 boys first to sue government, malaysia airlines over flight 370 cbs news kuala lumpur, malaysia -- two____ T_URL """
News,"""so @british_airways you have upheld your reputation of awful customer service once again! not like i did not have stuff for 2 weeks. oh wait. """
News,"""@simontoverall @_mattcoleman @themattbungard 1. emirates 2. singapore airlines 3. virgin aus 4. alitalia 5. thai airways 6. malaysian """
Rave,"""british airways announces new gatwick route to sharm el sheikh ... holidaymakers will be able to choose from... T_URL """""
Others,"""@british_airways nice touch indeed T_POS_EMO """
Rant,"""and so the journey to sa begins from @nclairport via @heathrowairport with @british_airways ____ """
News,"""@british_airways i'm sure you are. such endearing customer service """
Rant,"""hindu. two boys sue malaysia airlines over flight mh370 T_URL """
Others,"""@british_airways i've been on hold to your executive club line for 47 minutes and no one has answered... ridiculous service """
Rant,"""rt @airliners2: @british_airways touchdown @airplanes_hd T_URL """
Rant,"""all i know is, they do not follow british airways... @blisswords @number10press @tescoliving """
News,"""rt @poebackhome: @british_airways 6 weeks and counting since you lost my bag. cannot get it declared lost and customer service is useless """
News,"""malaysia airlines flight 370 disappeared march 8 """
Rant,"""&ltT_POS_EMO&gt;bathymetric survey as of oct. 27&ltT_NEG_EMOp&gt; - the search for signs of malaysia airlines flight 370 (mh370) is set to a... T_URL """
Rant,"""@british_airways i do not thinki have a booking ref because i booked via a travel agent. """
Others,"""@british_airways @alkeiza i'm sure they do not charge __5 for each transaction though.... """
Rant,"""this time tomorrow will be on route with @british_airways to la ______@amberjeanrowan T_URL """
Rant,"""@british_airways yes i am!i have 3 more flights with you in the next 2 weeks!my auntie jen was learning 2b a pilot she thinks i will be ready! """
Others,"""my classmate just texted me and said hi, where is malaysia airlines?"" and i thought he was kidding. lol. """""
Rant,"""really impressed with @british_airways brand new a320 during my last turnround. what a bird. T_URL """
Others,"""rt @tristangoode: hey @british_airways why cannot your telephone customer service call centre people tell us if our bags are in syd, hkg, lh____ """
Ads,"""delicious food on today's flight @british_airways ba49 lhr-sea T_URL """
Others,"""@dhishkiaun be a part of this celebration to win tickets to london @british_airways """
Rant,"""lax - alaska air from fairbanks to lax and checkin on cathay pacific to hk - yes, that will be plenty of time. you... T_URL """
Others,"""@british_airways can you actually let us know what is happening with ba828 to dublin?? delayed. then gate changed but no info as to where! """
Others,""" @british_airways what are we looking at here? T_URL """
Rant,"""throwback thursday: did you celebrate 40years with cathay pacific this week? cathay pacific airways... T_URL """
Rant,""".@dhlitnowuk just as there is no info about malaysia airlines 370,there is none about my lost birth certificate. damn good at excuses """
Rant,"""i'm sure she did - always wonderful service @british_airways keep your fingers crossed for her marathon run @skyakadventures """
News,"""rt @hult_biz: .@british_airways business life talks about how business education is changing with leading the way: T_URL """
News,"""promo dwidayatour special offer best fare from cathay pacific - T_URL """
News,"""rt @bestcapetownsa: beyond excited for my first trip to indonesia! T_URL @tedxbandung @singapore____ """
News,"""rt @eatravelivemag: business class with @mas T_URL """
Rant,"""malaysia airlines flight mh17: death and life"" T_URL (july 22, 2014) getting a grip about the big picture. """""
Rant,"""just been greeted by dwight york in fast track!! now for breakfast at @british_airways exec lounge. """
Rant,"""upgraded on @qatarairways doh-sin flight. so that is 4 upgrades in 12 mths as @traveloneworld sapphire v's 0 in 6 yrs gold on @singaporeair """
News,"""@british_airways i booked it wed am &amp; was told i'd be emailed my itinerary. i never receive it so i called fri am to check. it never came. """
News,"""@cathaypacific love your brand new brush-wingT_POS_EMO """
News,"""@malaysian family of mh370 victim sues government, malaysia airlines in ... - abc online T_URL """
Others,"""lawsuit filed against malaysia airlines govt over mh370 T_URL """
Rant,"""@british_airways new years at home T_POS_EMO T_URL """
News,"""rt @tomyurda: @british_airways unacceptable! broken aircraft, no apologize, lot of problems 4 me. no complying reg 26172004 - file 12733152____ """
Others,"""two boys, ages 11 and 13, sue malaysi airlines over missing jet - gulfnews... T_URL g """
Rant,"""rt @crundwell: one of life's great mysteries - in whose home do @british_airways make all the pumpkin ravioli T_POS_EMO T_URL """
News,"""@british_airways security at terminal 5 this morning is a disgrace. open the south gate! """
Others,"""owner of @british_airways the international group says holds no after cost cuts T_URL via @bbc """
Rant,"""@heyits_morganh @egccinsider @british_airways @manairport it was xlef, just a typo. """
News,"""@twoweather @british_airways awful company for customer service not touched them for years """
