News,"""""@ascorrespondent: has lost two planes this year,sends thoughts to relatives @mas"""""
Rant,"""he debris of a low budget airline like @airasia is found within a week, and a sophisticated airline like @mas is still not found! why!!!???"""
Rant,"""he economist dismisses @mas ""want to go somewhere, but don迓蘝迓蘝夦_淌t know where?迓蘝迓蘝迓蘝 as simply ""banal."" it was still unwise. T_URL"""
Rant,"""he fact that airasia is affiliated with malaysia airlines is concerning. either this company really sucks or something fishy is going on."""
Rant,"""he first meal i had on 2015 left a cut on my thumb _迓太迓绦夦_夈� &amp; it was not delicious too! ugh malaysia airlines has the worst food"""
Rant,"""he flying wonder @mas mh1040 has arrived. see you soon johor bahru 迓蘝夦_淌夦_塘 T_URL"""
Rant,"""he incoming malaysia airlines ceo has one problem: there is nothing to sell, idris jala has sold them all. lulz."""
Rant,"""he largest airline fleet in middle east has already expressed resevations they see no problem with their tracking @mas"""
Rant,"""he location where the asiaairlines plane lost is very close to where the flight of malaysia airlines also disappeared."""
Rant,"""he major crashes for malaysia airlines this year was beyond their control anyway."""
Rant,"""he malaysia airlines investors must be fucking pissed this year!"""
Rant,"""he malaysia airlines passengers were obviously bad candidates."""
Rant,"""he malaysia airlines plane has now been missing for 6 days, 15 hours, and 27 minutes."""
Rant,"""he marc trestman firing was not surprising. malaysia airlines thought that guy needed to get lost."""
Rant,"""he most critical question not being addressed is not where mh 370 is but what caused the homicide of thoes on board @mas consultmyst"""
Rant,"""he people on the missing malaysia airlines flight only had buy a one way ticket"""
Rant,"""he plane is late so i am taking selfie @mas T_URL"""
Rant,"""he reviews are in and modi's ch!$@mas eve show is electrifying and shockingly funny! you the tradition this... T_URL"""
Rant,"""he sadest part is tht they smile and thn tell you abt delay instead of feeling sorry @giksongeorge @mona98184 @mas @ranveerofficial"""
Rant,"""he world took notice when two airlines planes were lost within months of each other. cc: @mas"""
Rant,"""he worst being is malaysia airlines without a doubt."""
Rant,"""he worst job in was being the spoke's person of malaysia airlines"""
Rant,"""hen he told me to watch season 2 this week. with the same amount of notice he gave me before malaysia airlines happened. twice."""
Rant,"""here are bloodied malaysia airlines flicht attendants with black box purses what ths fuck is wrong with this country"""
Rant,"""here were 20 scientist on that first malaysia airlines flight that combined had billions of dollars of medical patents.. i wonder....."""
Rant,"""here you have it today b y consultmystic lithuim batteries lithuim batteries was the caused. now where is the plane bab @mas"""
Rant,"""here is another plane missing and we still cannot find malaysia airlines lol"""
Rant,"""hese air asia stories are horrific!! this may turn out to be worse than the malaysia airlines _迓太迓绦夦_藤"""
Rant,"""hese are the ground crew let us hope that they are having a good day @mas @gayatravel T_URL"""
Rant,"""hese are the people who have ingrained in their minds the are above the law and legal proceedings @mas bab"""
Rant,"""hese were the good ole days _迓太迓绦夦_濞_迓太迓绦夦_濞 @kaleymadisonn @mas T_URL"""
Rant,"""hey call this malaysia airlines. once you get on it you do not come back. dankest marijawainy ever."""
Rant,"""hey discontinued malaysia airlines to the us and canada, but idc because at this relationship status level, i am not afraid to lose my lfie"""
Rant,"""hey ever find that malaysia airlines flight or did they just say fuck it it is gone"""
Rant,"""hey expected passengers to wait for 2 hours. then they left us when we are 20 mins late because of their lateness. @mas is really something"""
Rant,"""hey finally found airasia flight qz8501 but why they cannot find malaysia airlines mh370? T_NEG_EMO"""
Rant,"""hey found the plane. malaysia airlines looks even worse now b"""
Rant,"""hey mentioned the malaysia airlines flight that went missing. and i completely forgot about that"""
Rant,"""hey never did find malaysia airlines flight 370, did they?"""
Rant,"""hey still ain't found that malaysia airlines plane..."""
Rant,"""hey still have not found that malaysia airlines plane tho!!! it was hijacked and stolen, all passengers are hostages/slaves"""
Rant,"""hey still know nothing more about malaysia airlines flight 370. is that not crazy to anyone else? like, i've lost sleep over this shit."""
Rant,"""hey are going to find airasia flight 8501 before they find mh370. they are handling this so differently than malaysia airlines."""
Rant,"""hey are gonna find that malaysia airlines plane looking for the airasia plane, are not they?"""
Rant,"""hings are just getting better now. @mas just been told we will not get our luggage in kl. at its best."""
Rant,"""hings that i learnt in 2014: 1- punch for punch is not a game 2- europe is not that far 3- never fly with malaysia airlines"""
Rant,"""hings that need improving: @mas food, klia baggage times, klia ekspress frequency."""
Rant,"""hinking about going as malaysia airlines flight 370 for and just not showing up anywhere."""
Rant,"""hinking how i flew malaysia airlines on two sectors on the same day that disappeared -- on march 8. did i have choice? not really"""
Rant,"""his evening topic would be ""grooming rules by malaysia airlines"" starts at 5. i will proceed with topic ""acca certificate"" starts at 9."""
Rant,"""his guy at chipotle is dressed up as a malaysia airlines pilot. i do not know how to feel about this....."""
Rant,"""his is how one of the mas staff entertained me rudely. pls take few secs to retweet and forward this issue to @mas T_URL"""
Rant,"""his is such very nice and kind of @mas to show the spirit to @airasia although they are different company T_URL"""
Rant,"""his is the malaysia airlines of football matches. and we are still doing better than when moyes was around (for now)"""
Rant,"""his picture makes so much sense. the wars, the conflicts, palestine-israel thing, even malaysia airlines is in there T_URL"""
Rant,"""his thing of airplanes going missing sounds hilarious to me, last time was @mas and now it is @airasia! next time it is @flyrwandair maybe"""
Rant,"""his time next week il be home! trust me to book with malaysia airlines ffs please do not kill me @mas _迓太迓跳_"""
Rant,"""ho @airasia does not carry our nation's name like @mas we are proud of it nonetheless, hence the pain and grief will be felt just the same"""
Rant,"""houghts that keep you up at night: where is that damn malaysia airlines plane"""
Rant,"""hree planes in one year that have gone missing?? all being malaysia airlines..."""
Rant,"""hree seats to myself on 13 hour flight thanks @mas T_URL"""
Rant,"""ime to deal with the annnoying malaysia airlines check in staff again yay."""
Rant,"""ix balik dah booked. upgraded to business class. thank you @mas _迓太迓绦迓绦"""
Rant,"""o be fair to @mas ceo, the govt was taking charge same goes to commercial decisions T_URL now u know y doing well"""
Rant,"""o get customers back, malaysia airlines should offer to only charge for your flight once you have l... T_URL"""
Rant,"""o skeptics who want to raise questions why suiing shut up its not your family or business bab @mas"""
Rant,"""o this day i still wonder where that plane from malaysia airlines is."""
Rant,"""o you stupid ignorant folks us military is not so stupid to down a irrelevant malaysia airlines plane the airlines will vouch"""
Rant,"""oday it is down to the wire inmarsat data versus consultmystic 'terms and conditions 'one is true or false take yr pick @mas ba"""
Rant,"""oday's landing with @mas 1165 is the best that i can recall. great experience except my window-less window seat."""
Rant,"""oday, we released our rating for @mas on a long haul flight. our experience was very good overall! -T_URL"""
Rant,"""opmention(3hrs) 1:@billzucker 2:@thisisdavina 3:@airasia 4:@vh1supersonic 5:@mas 6:@teddyruks 7:@lupefiasco 8:@katjaglieson .."""
Rant,"""oy shop hamley's alleged anti-tudung stand is puzzling - but do not forget @mas has the same free-hair policy for its staff. @mstaronline"""
Rant,"""ragic year for asians travelling in air. 500 lives lost without any reason and explanation @airasia @mas"""
Rant,"""ravelling with @mas again..really enjoy it..sweetest memory... _迓太迓绦夦_碳_迓太迓绦夦_碳_迓太迓绦夦_碳_迓太迓绦夦_碳"""
Rant,"""ried 2 book @mas tis morning w paypal. all ok until error msg @ d very last step. now no more this price.. _迓太迓跳__迓太迓跳_ T_URL"""
Rant,"""ried to book my flights home for christmas with @mas but multiple website payment failures meant i ended up booking with air asia instead."""
Rant,"""ried to check in online three times yesterday. website refused to let me. different error message every time. @mas"""
Rant,"""ried using the valid 'we are on our honeymoon' angle for the flight upgrade but to no avail @mas @6prbreakfast"""
Rant,"""ruly believe that malaysia has had enough pain for a very long time @mas @airasia @tonyfernandes. prayers to this beautiful country/people"""
Rant,"""ry to find from the positive thoughts being directed to you all. stay strong. @mas"""
Rant,"""rying to book a holiday to thailand and it suggests i fly with malaysia airlines _迓太迓跳迓蘝 i think not!!"""
Rant,"""rying to dismiss the fact that my flight today will be with malaysia airlines. god, i know you have my back!"""
Rant,"""witter do not have my tweets hacked enough of playing with people's lives and thoes of their families @mas"""
Rant,"""witter whoes side are you then why the hell are tweets hacked deleted malaysia airlines you are leading pact with mh 370 @mas"""
Rant,"""wo boys files case on @mas for their father traveled on .. everyone has feelings but all must try to control it T_NEG_EMO @mh370__news"""
Rant,"""wo flights missing, but their stories are not the same: background on airasia flight 8501 and how it differs from malaysia airlines ..."""
Rant,"""wo lines of @mas customers queuing to the entrance of klia T_URL"""
Rant,"""wo malaysia airlines has been vanished in such a mystical way. .who is really behind this. .its so sad and depressing"""
Rant,""" should improve your system! really bad! almost 3 hours here! @mas @maskargo"""
Rant,"""m, no. 迓蘝迓蘝迓搪@gautamghosh: finally! rt @rwang0: wow. they found the @mas plane T_URL"""
Rant,"""mm, by the way, where is that airplane?? @mas @faa"""
Rant,"""nbelievable titanic theme song is playing in @mas lounge i tried to explain...good luck with that."""
Rant,"""npopular opinion: was kidnapped by comedians who still had leftover malaysia airlines tweets saved in their drafts."""
Rant,"""pgraded! woohoo! i would rather it is free @mas but never mind, i will wait for the next round! T_URL"""
Rant,"""rm,you really need to check this out @mas T_URL"""
Rant,"""s fbi is the caused of both malaysia airlines disaster ordered by us chief dod and us has the unauthorised free will to move and manipulate"""
Rant,"""s was not being any more cooperative, refusing to send its intelligence data to the malaysia airlines flight T_URL"""
Rant,"""sed to companies responding fast on twitter. shocked that @mas &amp; @heathrowairport have not replied to my tweet sent 4hrs ago!"""
Rant,"""ery convenient to claim missing avios @aviosuk @british_airways thanks malaysia airlines for your crap system T_URL"""
Rant,"""ery disappointed with @mas ! charging me 夦_泰迓澹350 to change my flight from morning to evening !"""
Rant,"""ery upset we missed our launch party event..due to no clothes and gifts &amp; shoes ..now stuck in medan for no reason at all.@mas"""
Rant,"""irtually killing and torturing me and families when some rascal writes new search area and time frame why do not get lost @mas"""
Rant,"""ahhh it is always the malaysia airlines.. god pls help them"""
Rant,"""ait no that was a malaysia airlines flight never mind"""
Rant,"""aited for almost 2 hours for the online booking and still not succeed, flight from klia to jb, please do improve your system @mas"""
